;Condit;Task;stim_file;coffee1.thisRepN;coffee1.thisTrialN;coffee1.thisN;coffee1.thisIndex;coffee2.thisRepN;coffee2.thisTrialN;coffee2.thisN;coffee2.thisIndex;key_resp_instructions.keys;key_resp_instructions.rt;key_resp_instructions.started;key_resp_instructions.stopped;image_instructions.started;image_instructions.stopped;polygon.started;polygon.stopped;key_resp.keys;key_resp.started;key_resp.stopped;image.started;image.stopped;key_resp.rt;participant;session;date;expName;psychopyVersion;frameRate;
;;;;;;;;;;;;space;189.06837573100347;9.457516875001602;None;;;;;;;;;;;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;no-go;coffee1.png;0;0;0;28;;;;;;;;;9.457516875001602;None;199.4440892709972;199.94669194500602;None;200.20464441399963;None;200.20464441399963;200.71481098599907;;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;go;water.png;0;1;1;2;;;;;;;;;;;201.35595615500642;201.85768599199946;space;202.1041093370004;None;202.1041093370004;None;0.4095430770103121;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;go;water.png;0;2;2;10;;;;;;;;;;;202.80520799400983;203.30841296700237;space;203.55473743700713;None;203.55473743700713;None;0.4070055379997939;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;no-go;coffee1.png;0;3;3;29;;;;;;;;;;;204.80579968899838;205.3093946200097;None;205.556873516005;None;205.556873516005;206.06779262900818;;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;go;water.png;0;4;4;9;;;;;;;;;;;207.35689735900087;207.86101884501113;space;208.10692990700772;207.12643466101144;208.10692990700772;None;0.351638134001405;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;no-go;coffee1.png;0;5;5;27;;;;;;;;;;;209.2913343070104;209.79475405599806;None;210.0423181990045;None;210.0423181990045;210.55199097000877;;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;go;water.png;0;6;6;5;;;;;;;;;;;211.84211984400463;212.34615722201124;space;212.59240671800217;211.61116200400284;212.59240671800217;None;0.4256944890075829;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;no-go;coffee1.png;0;7;7;20;;;;;;;;;;;213.86043058799987;214.36361529299757;None;214.6111439600063;None;214.6111439600063;215.1217759810097;;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;go;water.png;0;8;8;0;;;;;;;;;;;216.41072346799774;216.91505941801006;space;217.18498485800228;216.18011749800644;217.18498485800228;None;0.3363876329967752;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
;coffee_a;no-go;coffee1.png;0;9;9;24;;;;;;;;;;;218.36413635101053;218.86636812600773;None;219.11374600000272;None;219.11374600000272;219.6243536890106;;P2;1;2021_Dec_01_1438;Psychophysics_project;2021.2.3;60.00188238130315;
