;Condit;Task;stim_file;coffee1.thisRepN;coffee1.thisTrialN;coffee1.thisN;coffee1.thisIndex;coffee2.thisRepN;coffee2.thisTrialN;coffee2.thisN;coffee2.thisIndex;key_resp_instructions.keys;key_resp_instructions.rt;key_resp_instructions.started;key_resp_instructions.stopped;image_instructions.started;image_instructions.stopped;polygon.started;polygon.stopped;key_resp.keys;key_resp.started;key_resp.stopped;image.started;image.stopped;key_resp.rt;participant;session;date;expName;psychopyVersion;frameRate;
;;;;;;;;;;;;space;41.29263512999751;31.92290967000008;None;;;;;;;;;;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;0;0;24;;;;;;;;;31.92290967000008;None;74.07646851800382;74.59079815501173;None;74.83873378099815;None;74.83873378099815;75.33968257800734;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;1;1;18;;;;;;;;;;;76.55467904100078;77.0585426530015;None;77.289464047004;None;77.289464047004;77.80168802400294;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;2;2;21;;;;;;;;;;;79.03989672400348;79.54326521900657;None;79.79089802900853;None;79.79089802900853;80.29192653800419;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;3;3;17;;;;;;;;;;;81.5405425200006;82.04422767600045;None;82.29181938200782;None;82.29181938200782;82.80311290999816;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;go;water.png;0;4;4;1;;;;;;;;;;;83.57480968099844;84.07863325500512;space;84.32460055001138;None;84.32460055001138;None;0.4765629350004019;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;5;5;29;;;;;;;;;;;85.65893706100178;86.1629045590089;None;86.39363866399799;None;86.39363866399799;86.89452405500924;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;6;6;20;;;;;;;;;;;88.69370522600366;89.19398610500502;None;89.44532381600584;88.46499261300778;89.44532381600584;89.95329708600184;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;7;7;28;;;;;;;;;;;91.54510912300611;92.04900034199818;None;92.29658588999882;None;92.29658588999882;92.810462199006;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;go;water.png;0;8;8;5;;;;;;;;;;;93.54614464699989;94.0503207980073;space;94.29596639500232;None;94.29596639500232;None;0.39068636699812487;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;go;water.png;0;9;9;2;;;;;;;;;;;94.96337480501097;95.4679806560016;space;95.7134989160113;None;95.7134989160113;None;0.405260826999438;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;10;10;25;;;;;;;;;;;96.94740174700564;97.45352633400762;None;97.70369574399956;None;97.70369574399956;98.23047510100878;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;go;water.png;0;11;11;8;;;;;;;;;;;99.49851360500907;100.00363962200936;space;100.2489216469985;99.26576484501129;100.2489216469985;None;0.39918265800224617;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;12;12;26;;;;;;;;;;;101.49992991200997;102.00408995700127;space;102.25126220200036;None;102.25126220200036;None;0.32491261399991345;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;go;water.png;0;13;13;10;;;;;;;;;;;102.88391207699897;103.38968772000226;space;103.6350035659998;None;103.6350035659998;None;0.4132507739996072;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;14;14;22;;;;;;;;;;;104.88694140101143;105.38899369000865;None;105.6364524189994;None;105.6364524189994;106.14480382700276;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;go;water.png;0;15;15;0;;;;;;;;;;;107.44032411000808;107.94496385101229;space;108.18588670500321;107.20308796000609;108.18588670500321;108.68597602800583;0.5496718459908152;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;no-go;coffee1.png;0;16;16;19;;;;;;;;;;;109.55367606900109;110.0575700400077;None;110.30505023300066;None;110.30505023300066;110.8049723389995;;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
;coffee_a;go;water.png;0;17;17;13;;;;;;;;;;;112.10489781900833;112.6090734090103;space;112.85716277900792;111.87292499899922;112.85716277900792;None;0.3764273790002335;P4;1;2021_Dec_01_1457;Psychophysics_project;2021.2.3;59.883390030580856;
